1,2,3,4,5,6,7,8,class
112.095238, 110.952182, 115.476190, 114.146115, 134.745614, 134.213047, 126.482143, 125.916233, false
192.000000, 189.742934, 199.833333, 197.453903, 184.508772, 183.697795, 198.812500, 197.924119, true
125.309524, 123.831292, 114.238095, 113.297924, 123.771930, 123.228051, 136.321429, 135.759786, false
199.952381, 197.567914, 202.476190, 200.096159, 187.552632, 186.730784, 200.758929, 199.865539, true
210.904762, 208.378934, 213.642857, 211.176003, 187.675439, 187.158915, 211.580357, 210.916628, false
125.261905, 123.762429, 140.952381, 139.289109, 153.798246, 153.145959, 152.276786, 151.606910, true
158.071429, 156.340000, 118.571429, 117.160669, 133.096491, 132.523276, 152.803571, 152.127212, false
120.952381, 119.503797, 136.761905, 135.175728, 153.982456, 153.306069, 152.883929, 152.219885, true
215.666667, 213.317243, 202.047619, 199.649219, 155.789474, 155.119367, 180.196429, 179.400327, false
129.166667, 127.620454, 144.976190, 143.251901, 152.192982, 151.764525, 151.669643, 150.994824, true
134.714286, 133.115341, 133.166667, 131.683649, 119.026316, 118.503156, 117.776786, 117.257044, false
111.285714, 109.953701, 128.642857, 127.167219, 143.570175, 143.255298, 139.633929, 139.015793, true
143.976190, 142.312750, 158.476190, 156.592011, 166.789474, 166.057932, 173.080357, 172.307243, false
113.809524, 112.448345, 131.190476, 129.620609, 145.605263, 145.124641, 140.116071, 139.499387, true
148.619048, 146.839146, 139.523810, 137.859080, 136.421053, 135.857803, 143.267857, 142.627405, false
108.404762, 107.109934, 126.023810, 124.578985, 145.622807, 144.983049, 138.205357, 137.599699, true
